area_id,state_ut,district,locality,crime_risk_index,accident_risk_index,road_condition_score,sanitation_hygiene_score,public_review_score,emergency_access_score,environment_score,infrastructure_score,tourist_facilities_score,tourist_safety_score,tourist_friendliness_score,data_status,real_data_sources,score_method,data_year,requested_region_quota
IN-00001,Odisha,Angul,Angul Heritage Area 0001,41.0,61.53,49.64,36.36,15.43,46.91,75.77,33.68,43.94,44.22,41.9,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-04461,Karnataka,Udupi,Udupi Transit Corridor 2461,52.8,91.3,43.82,31.19,74.33,52.07,52.37,68.98,93.32,43.33,50.58,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04462,Karnataka,Uttara Kannada,Uttara Kannada Heritage Area 2462,38.25,8.85,5.33,15.44,50.44,43.44,42.07,62.46,52.08,46.24,37.04,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04463,Karnataka,Vijayapura,Vijayapura Hill Area 2463,44.35,62.46,57.84,79.31,61.72,56.78,77.33,63.36,53.46,58.92,64.31,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04464,Karnataka,Yadgir,Yadgir Market Area 2464,42.71,22.39,47.96,68.58,50.24,69.78,49.47,80.92,49.74,60.43,60.14,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04465,Kerala,Alappuzha,Alappuzha Heritage Area 2465,56.5,45.06,54.54,51.25,91.92,58.26,72.09,26.36,98.0,58.2,59.88,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04466,Kerala,Ernakulam,Ernakulam Tourist Zone 2466,61.81,95.0,80.39,60.54,52.7,58.55,78.63,98.0,80.41,49.13,64.85,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04467,Kerala,Idukki,Idukki Urban Area 2467,79.13,65.24,56.83,87.85,82.83,80.77,75.08,46.7,60.09,56.39,68.48,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04468,Kerala,Kannur,Kannur Nature Area 2468,73.19,47.6,69.14,77.51,59.34,67.19,95.3,47.11,42.38,56.95,66.1,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04469,Kerala,Kasaragod,Kasaragod Beach Area 2469,30.4,76.22,41.33,46.91,89.53,40.08,45.6,71.48,68.3,53.92,55.86,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04470,Kerala,Kollam,Kollam Beach Area 2470,46.79,68.71,75.95,59.73,87.47,56.65,67.04,63.64,52.86,60.49,67.33,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04471,Kerala,Kottayam,Kottayam Temple Area 2471,49.77,46.23,56.34,61.55,87.35,71.87,63.56,55.74,36.25,61.77,65.35,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04472,Kerala,Kozhikode,Kozhikode Nature Area 2472,71.27,30.56,42.46,53.81,72.8,36.18,44.08,76.91,64.89,48.78,53.27,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04473,Kerala,Malappuram,Malappuram Market Area 2473,23.14,59.39,74.24,97.42,72.2,48.28,98.0,91.08,76.86,71.61,78.22,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04474,Kerala,Palakkad,Palakkad Temple Area 2474,32.61,73.14,49.6,30.52,97.3,87.75,68.21,85.93,46.48,59.68,65.72,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04475,Kerala,Pathanamthitta,Pathanamthitta Nature Area 2475,27.97,80.98,64.29,49.68,98.0,75.01,67.33,68.11,58.96,63.52,68.72,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04476,Kerala,Thiruvananthapuram,Thiruvananthapuram Hill Area 2476,46.82,62.4,58.11,56.36,80.26,45.84,65.51,40.63,98.0,56.0,58.41,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04477,Kerala,Thrissur,Thrissur Rural Area 2477,60.47,36.39,46.83,33.38,82.83,76.07,49.97,76.2,57.97,53.98,58.18,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04478,Kerala,Wayanad,Wayanad Hill Area 2478,50.5,47.54,61.11,98.0,66.63,64.66,63.76,53.67,40.41,63.76,68.01,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04479,Madhya Pradesh,Agar Malwa,Agar Malwa Transit Corridor 2479,21.08,42.82,66.33,60.35,58.37,61.57,86.45,94.14,58.81,66.54,68.61,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04480,Madhya Pradesh,Alirajpur,Alirajpur Tourist Zone 2480,59.91,36.7,49.81,55.73,58.23,64.13,67.52,98.0,90.51,53.87,61.0,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04481,Madhya Pradesh,Anuppur,Anuppur Nature Area 2481,32.79,54.03,49.28,71.57,67.69,52.82,78.4,83.2,56.05,61.18,65.02,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04482,Madhya Pradesh,Ashoknagar,Ashoknagar Market Area 2482,47.14,64.25,50.09,82.72,59.34,41.83,47.45,82.03,65.31,53.95,59.44,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04483,Madhya Pradesh,Balaghat,Balaghat Heritage Area 2483,68.06,27.98,63.98,98.0,46.52,20.67,62.59,44.43,70.41,55.26,57.86,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04484,Madhya Pradesh,Barwani,Barwani Nature Area 2484,18.49,48.54,22.33,59.18,70.06,20.89,40.48,68.63,17.79,54.95,49.47,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04485,Madhya Pradesh,Betul,Betul Urban Area 2485,42.25,64.79,68.66,96.08,79.87,30.91,65.77,90.13,63.68,62.79,71.07,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04486,Madhya Pradesh,Bhind,Bhind Rural Area 2486,58.52,50.54,71.59,66.28,72.06,55.92,73.87,62.98,56.59,58.56,65.41,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04487,Madhya Pradesh,Bhopal,Bhopal Heritage Area 2487,70.0,42.05,20.54,56.99,60.51,65.67,98.0,48.82,45.31,48.36,54.04,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04488,Madhya Pradesh,Burhanpur,Burhanpur Market Area 2488,34.62,71.87,66.43,94.48,75.7,74.5,71.86,87.74,65.6,67.1,75.67,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04489,Madhya Pradesh,Chhatarpur,Chhatarpur Tourist Zone 2489,55.04,48.46,98.0,92.52,72.9,63.04,79.76,5.0,61.8,68.77,71.49,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04490,Madhya Pradesh,Chhindwara,Chhindwara Hill Area 2490,45.25,53.85,62.71,46.64,63.65,47.47,61.27,55.58,63.4,54.37,55.97,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04491,Madhya Pradesh,Damoh,Damoh Beach Area 2491,60.08,29.63,50.56,98.0,22.46,88.41,49.85,52.98,60.14,57.52,59.16,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04492,Madhya Pradesh,Datia,Datia Heritage Area 2492,73.81,87.68,35.19,54.75,53.25,91.13,63.15,61.76,56.6,42.14,53.62,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04493,Madhya Pradesh,Dewas,Dewas Nature Area 2493,23.63,42.29,87.76,85.79,78.03,70.21,74.13,31.62,75.15,76.21,74.39,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04494,Madhya Pradesh,Dhar,Dhar Temple Area 2494,68.03,62.99,48.64,57.51,79.96,59.81,57.75,30.62,69.58,50.33,55.31,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04495,Madhya Pradesh,Dindori,Dindori Rural Area 2495,58.13,39.47,56.29,53.85,89.9,75.17,39.8,42.95,61.23,59.06,60.56,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04496,Madhya Pradesh,Guna,Guna Market Area 2496,69.61,62.09,68.43,30.67,98.0,96.83,92.06,34.8,68.71,57.13,66.22,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04497,Madhya Pradesh,Gwalior,Gwalior Transit Corridor 2497,21.47,72.54,60.54,98.0,71.55,52.62,69.55,36.07,91.29,67.0,67.09,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04498,Madhya Pradesh,Harda,Harda Rural Area 2498,42.25,71.77,84.08,85.18,76.18,25.14,61.43,64.91,52.77,61.07,67.23,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04499,Madhya Pradesh,Indore,Indore Temple Area 2499,83.46,72.46,38.56,58.99,72.92,67.95,81.3,60.7,67.11,44.7,57.74,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04500,Madhya Pradesh,Jabalpur,Jabalpur Urban Area 2500,25.39,50.94,71.48,81.5,88.83,51.4,49.59,98.0,34.3,69.9,73.64,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04501,Madhya Pradesh,Jhabua,Jhabua Temple Area 2501,65.08,13.89,44.73,60.41,62.41,41.53,92.47,51.34,41.36,55.56,57.56,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04502,Madhya Pradesh,Katni,Katni Heritage Area 2502,44.55,91.36,61.41,49.44,63.03,73.23,59.01,65.37,48.18,51.51,58.72,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04503,Madhya Pradesh,Khandwa,Khandwa Temple Area 2503,76.53,88.71,21.47,86.75,61.63,59.68,97.74,58.38,71.15,43.89,58.03,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04504,Madhya Pradesh,Khargone,Khargone Heritage Area 2504,48.54,75.76,68.17,81.71,78.52,47.96,58.04,51.28,80.04,58.46,64.61,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04505,Madhya Pradesh,Maihar,Maihar Market Area 2505,18.75,44.0,76.48,7.88,69.41,61.11,66.13,98.0,89.26,61.2,60.89,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04506,Madhya Pradesh,Mandla,Mandla Heritage Area 2506,42.23,48.42,83.85,59.06,72.25,36.77,50.92,27.77,60.71,60.68,58.99,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04507,Madhya Pradesh,Mandsaur,Mandsaur Transit Corridor 2507,48.35,79.66,44.35,39.75,75.45,81.41,61.45,67.27,21.65,51.11,57.72,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04508,Madhya Pradesh,Mauganj,Mauganj Temple Area 2508,44.52,28.42,23.42,67.73,33.0,60.53,54.21,43.36,79.32,52.0,47.43,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04509,Madhya Pradesh,Morena,Morena Tourist Zone 2509,45.36,71.69,34.3,65.7,71.33,60.2,91.03,62.4,40.31,54.18,60.61,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04510,Madhya Pradesh,Narmadapuram,Narmadapuram Urban Area 2510,39.58,34.53,57.0,58.84,43.89,33.25,45.51,63.51,77.04,54.49,51.81,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04511,Madhya Pradesh,Narsinghpur,Narsinghpur Beach Area 2511,36.23,45.2,37.52,33.86,74.42,30.74,68.96,74.14,78.38,52.55,52.39,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
